Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of calcium ion-dependent exocytosis (GO:0017158),9/31,2.4516845769344218e-12,2.39159984590724e-09,0,0,51.95716783216783,1389.035693051136,SCAMP5;CACNA1I;SYT4;SYT1;STXBP1;SYT10;DOC2B;SYT7;CACNA1G
GO_Biological_Process_2021,positive regulation of calcium ion-dependent exocytosis (GO:0045956),7/13,3.766298969932662e-12,2.39159984590724e-09,0,0,146.41666666666666,3851.479918920418,SCAMP5;SYT4;CACNA1I;SYT1;SYT10;DOC2B;CACNA1G
GO_Biological_Process_2021,positive regulation of regulated secretory pathway (GO:1903307),6/17,3.30342474287774e-09,1.3984498078182431e-06,0,0,68.00686106346484,1328.05880013821,SCAMP5;SYT4;CACNA1I;SYT10;DOC2B;CACNA1G
GO_Biological_Process_2021,chemical synaptic transmission (GO:0007268),14/306,2.603428324129307e-07,8.26588492911055e-05,0,0,6.205252653542593,94.0794891075816,SYT1;STXBP1;NRXN2;HTR2A;GABRG2;CAMKK2;GLRA3;PRKAR2B;DNAJC5;SYT10;PLP1;NPTX1;BSN;KCNK3
GO_Biological_Process_2021,anterograde trans-synaptic signaling (GO:0098916),12/244,9.02462292172636e-07,0.00022922542221184952,0,0,6.627112914131169,92.23707823796494,GLRA3;SYT1;PRKAR2B;SYT10;PLP1;NRXN2;NPTX1;HTR2A;BSN;KCNK3;GABRG2;CAMKK2
GO_Biological_Process_2021,cellular response to calcium ion (GO:0071277),7/69,1.6073766428269274e-06,0.00034022805606503297,0,0,14.129338505512454,188.4981927015864,NEUROD2;SYT4;MEF2C;CPNE5;SYT1;SYT10;SYT7
GO_Biological_Process_2021,calcium-ion regulated exocytosis (GO:0017156),5/27,2.506680731384706e-06,0.0004547835041226538,0,0,28.14346590909091,362.9536461647033,SYT4;SYT1;SYT10;DOC2B;SYT7
GO_Biological_Process_2021,positive regulation of dendrite extension (GO:1903861),4/17,9.775884355704797e-06,0.0013751800724061,0,0,37.88246536072623,436.9966637877362,SYT4;CPNE5;SYT1;RASAL1
GO_Biological_Process_2021,galactolipid biosynthetic process (GO:0019375),3/6,1.082818954650489e-05,0.0013751800724061,0,0,122.41975308641976,1399.66882427474,FA2H;UGT8;GAL3ST1
GO_Biological_Process_2021,galactosylceramide biosynthetic process (GO:0006682),3/6,1.082818954650489e-05,0.0013751800724061,0,0,122.41975308641976,1399.66882427474,FA2H;UGT8;GAL3ST1
GO_Biological_Process_2021,regulation of dendrite extension (GO:1903859),4/18,1.24883095341005e-05,0.0014024579977458,0,0,35.17480035492458,397.14873704056185,SYT4;CPNE5;SYT1;RASAL1
GO_Biological_Process_2021,cellular response to metal ion (GO:0071248),8/131,1.3251571632243995e-05,0.0014024579977458,0,0,8.166122935114702,91.71694739345612,NEUROD2;SYT4;MEF2C;TF;CPNE5;SYT1;SYT10;SYT7
GO_Biological_Process_2021,synaptic vesicle exocytosis (GO:0016079),5/40,1.8736700119141408e-05,0.0017085521788421,0,0,17.678571428571427,192.43171643528936,SYT1;DNAJC5;SYT10;DOC2B;SYT7
GO_Biological_Process_2021,glycosylceramide biosynthetic process (GO:0046476),3/7,1.883443346755179e-05,0.0017085521788421,0,0,91.8101851851852,998.8786374910846,FA2H;UGT8;GAL3ST1
GO_Biological_Process_2021,signal release from synapse (GO:0099643),5/43,2.6868280073070663e-05,0.0020742062084021,0,0,16.28042763157895,171.34440494223008,SYT1;STXBP1;DNAJC5;SYT10;NRXN2
GO_Biological_Process_2021,response to calcium ion (GO:0051592),7/107,2.989161403782288e-05,0.0020742062084021,0,0,8.743354430379746,91.08767701256237,NEUROD2;SYT4;MEF2C;CPNE5;SYT1;SYT10;SYT7
GO_Biological_Process_2021,galactosylceramide metabolic process (GO:0006681),3/8,2.9952403778875787e-05,0.0020742062084021,0,0,73.44444444444444,764.9900606363785,FA2H;UGT8;GAL3ST1
GO_Biological_Process_2021,neurotransmitter secretion (GO:0007269),5/44,3.011201543859848e-05,0.0020742062084021,0,0,15.862179487179487,165.13458816956188,SYT1;STXBP1;DNAJC5;SYT10;NRXN2
GO_Biological_Process_2021,neurotransmitter transport (GO:0006836),6/73,3.103143146428376e-05,0.0020742062084021,0,0,11.133765136581244,115.57415976949083,SYT1;SYNJ1;DNAJC5;STXBP1;NRXN2;PPFIA4
GO_Biological_Process_2021,regulation of dopamine secretion (GO:0014059),4/25,4.935272619030603e-05,0.0031338981130844,0,0,23.44158532978409,232.45889236151777,SYT4;SYT1;SYT10;SYT7
GO_Biological_Process_2021,regulation of catecholamine secretion (GO:0050433),4/30,0.00010353722040841498,0.0062615366627946,0,0,18.928810320114668,173.6828018965193,SYT4;SYT1;SYT10;SYT7
GO_Biological_Process_2021,calcium ion-regulated exocytosis of neurotransmitter (GO:0048791),3/12,0.00011484444768498494,0.0066296567527241,0,0,40.79423868312757,370.0825582667117,SYT1;DOC2B;SYT7
GO_Biological_Process_2021,regulated exocytosis (GO:0045055),8/180,0.00012720258460019194,0.0070237948887932,0,0,5.825211079840024,52.25056817965708,APP;SYT4;TF;SYT1;STXBP1;DNAJC5;SYT10;SYT7
GO_Biological_Process_2021,regulation of regulated secretory pathway (GO:1903305),4/35,0.000191570484561314,0.0101372714747028,0,0,15.871769184532155,135.86638757610697,SYT4;SYT1;SYT10;SYT7
GO_Biological_Process_2021,nervous system development (GO:0007399),12/447,0.00034753718656225336,0.0176548890773624,0,0,3.497858913680415,27.85918312512053,NEUROD2;UGT8;MEF2C;GDA;FLRT3;NEURL1;NRXN2;SEMA4F;NPTX1;VLDLR;NPAS1;RAPGEFL1
GO_Biological_Process_2021,regulation of ion transport (GO:0043269),5/79,0.0004954771441836605,0.024202152812048,0,0,8.345016891891891,63.505489522922005,SYT4;TF;SYT1;SYT10;SYT7
GO_Biological_Process_2021,regulation of dendritic spine development (GO:0060998),3/21,0.0006574141938518023,0.0291467112362636,0,0,20.387860082304528,149.38585308385905,MEF2C;NEURL1;KIF1A
GO_Biological_Process_2021,auditory receptor cell stereocilium organization (GO:0060088),2/5,0.0006655548235052338,0.0291467112362636,0,0,81.11247443762781,593.3287911599039,PDZD7;PLS1
GO_Biological_Process_2021,auditory receptor cell morphogenesis (GO:0002093),2/5,0.0006655548235052338,0.0291467112362636,0,0,81.11247443762781,593.3287911599039,PDZD7;PLS1
