Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,ciliary basal body-plasma membrane docking (GO:0097711),6/95,0.000336599403160124,0.2515929889884092,0,0,7.032637774210808,56.23731112717083,OFD1;ODF2;CEP250;NPHP4;MARK4;PCNT
GO_Biological_Process_2021,protein-DNA complex subunit organization (GO:0071824),2/6,0.0013825475390542,0.2515929889884092,0,0,51.2979274611399,337.7367023754556,MCM3AP;SUPT6H
GO_Biological_Process_2021,positive regulation of protein localization to centrosome (GO:1904781),2/7,0.0019231554490558,0.2515929889884092,0,0,41.03626943005181,256.63212846056393,CEP250;MARK4
GO_Biological_Process_2021,leukotriene transport (GO:0071716),2/7,0.0019231554490558,0.2515929889884092,0,0,41.03626943005181,256.63212846056393,ABCC1;ABCC10
GO_Biological_Process_2021,cell cycle G2/M phase transition (GO:0044839),6/131,0.0018140604830817,0.2515929889884092,0,0,4.998095238095238,31.54891471286449,OFD1;ODF2;CCDC57;AKAP8L;CEP250;PCNT
GO_Biological_Process_2021,"retrograde transport, endosome to Golgi (GO:0042147)",5/88,0.0017043078972798,0.2515929889884092,0,0,6.253012048192771,39.86042669092719,VPS51;CLTCL1;UBE2O;SNX32;SNX8
GO_Biological_Process_2021,regulation of ribonucleoprotein complex localization (GO:2000197),2/6,0.0013825475390542,0.2515929889884092,0,0,51.2979274611399,337.7367023754556,AKAP8L;SUPT6H
GO_Biological_Process_2021,regulation of mRNA export from nucleus (GO:0010793),2/6,0.0013825475390542,0.2515929889884092,0,0,51.2979274611399,337.7367023754556,AKAP8L;SUPT6H
GO_Biological_Process_2021,negative regulation of plasma membrane bounded cell projection assembly (GO:0120033),3/27,0.0022467184081044,0.2515929889884092,0,0,12.878255208333334,78.53526557511509,CAPZB;PLXNB3;EVI5L
GO_Biological_Process_2021,somatic hypermutation of immunoglobulin genes (GO:0016446),2/8,0.00254777710368,0.2515929889884092,0,0,34.19516407599309,204.2317809011976,MCM3AP;PMS2
GO_Biological_Process_2021,tRNA transcription (GO:0009304),2/8,0.00254777710368,0.2515929889884092,0,0,34.19516407599309,204.2317809011976,GTF3C2;BRF1
GO_Biological_Process_2021,SREBP signaling pathway (GO:0032933),2/8,0.00254777710368,0.2515929889884092,0,0,34.19516407599309,204.2317809011976,ARHGEF10L;SREBF2
