Module,GO_term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes
Ast7,regulation of translation (GO:0006417),16/178,0.0001348905691424559,0.0317605976435418,3.1532750912595877,CYFIP1;PRKDC;EIF2AK2;NAT10;TSC1;CNOT10;MTIF2;LARP4B;PUS7;LARP1;NEMF;RPS6KB1;ALKBH1;GEMIN5;MAPKAPK5;CNOT9
Ast7,modification-dependent protein catabolic process (GO:0019941),17/201,0.00017683720250683343,0.0368835159250437,2.951294943210591,UBE3C;UBE2D2;UBR4;RNF8;CBLC;UBE4B;UBE3B;FBXO22;TRPC4AP;RC3H2;CHFR;UBE2L3;UBE2R2;RNF149;CDC16;ARIH2;ANAPC5
Ast7,regulation of nucleic acid-templated transcription (GO:1903506),28/430,0.00018512961661218852,0.0368835159250437,2.2406611012732944,USP13;WWC1;WWC2;PRDM2;CCAR1;UBE2L3;SBNO1;ZMIZ1;POFUT1;NSD1;SUFU;NSD2;WWC3;ZNF205;ASCC2;VHL;TCF7L1;ZNF282;INSR;TRIP4;DNM2;GON4L;NFX1;ZFAT;GTF2IRD1;ZNF212;ZNF398;ENG
Ast8,regulation of neuron projection development (GO:0010975),11/165,2.4840382883843933e-05,0.0235995394977381,5.118262689691261,NTRK2;ABI2;FUT9;MAGI2;ROR1;CTNNA2;TOX;LRRC4C;CBFA2T2;CAMK2G;EPHB3
Ast8,dendritic spine morphogenesis (GO:0060997),4/16,6.332171609124928e-05,0.0235995394977381,23.457142857142856,CTNND2;WNT7A;EPHB1;EPHB3
Ast8,positive regulation of synapse assembly (GO:0051965),5/28,4.190699260161399e-05,0.0235995394977381,15.344397693626306,SEMA4A;NRXN1;WNT7A;EPHB1;EPHB3
Ast8,axonogenesis (GO:0007409),13/240,4.16903387590474e-05,0.0235995394977381,4.118487572540924,LGI1;SEMA4A;AUTS2;NRXN1;CXCR4;WNT7A;FRS2;PTK2;NCAM1;CTNNA2;EZR;EPHB1;EPHB3
Ast8,neuron migration (GO:0001764),6/50,7.312361305335419e-05,0.0235995394977381,9.649444081098755,GPM6A;NTRK2;AUTS2;CEP85L;SH3RF1;ASTN1
Ast8,regulation of epithelial cell migration (GO:0010632),6/51,8.189545227670846e-05,0.0235995394977381,9.43453237410072,DOCK5;RHOJ;CTSH;MCC;PTK2;CLASP2
Ast8,organelle organization (GO:0006996),17/420,0.00011460070321529328,0.0243167211217023,3.051282051282051,DYNC2H1;BCAS3;ABCD2;ATL2;NRF1;STRIP2;RAB30;DIAPH3;FMNL2;ABI2;PACSIN3;CSPG5;PPARGC1A;ABCD1;SIPA1;WASF3;CLASP2
Ast8,dendrite morphogenesis (GO:0048813),5/36,0.00014650485364201785,0.0243167211217023,11.379928315412188,CTNND2;WNT7A;CTNNA2;EPHB1;EPHB3
Ast8,chondroitin sulfate biosynthetic process (GO:0030206),4/21,0.0001968965273012338,0.0243167211217023,16.553781512605042,BCAN;CHST7;NCAN;CSPG5
Ast8,enzyme linked receptor protein signaling pathway (GO:0007167),9/140,0.0001789383655794637,0.0243167211217023,4.892852185981957,PDGFRB;NTRK2;FRS2;ROR1;MERTK;EPHB1;FGFR3;PTK2;EPHB3
Ast8,neuron projection development (GO:0031175),10/171,0.0001722930252641537,0.0243167211217023,4.432833114204108,LGI1;GPM6A;ADGRV1;TAOK3;CTNND2;TMEM108;WNT7A;EPHB1;GPM6B;EPHB3
Ast8,axon guidance (GO:0007411),11/203,0.0001613213413664674,0.0243167211217023,4.097298534798535,LGI1;SEMA4A;NFIB;NRXN1;CXCR4;FRS2;NCAM1;EZR;EPHB1;PTK2;EPHB3
Ast8,lens fiber cell development (GO:0070307),3/8,0.00015049599811336607,0.0243167211217023,42.087544483985766,ABI2;WNT7B;WNT7A
Ast8,neurotrophin signaling pathway (GO:0038179),4/21,0.0001968965273012338,0.0243167211217023,16.553781512605042,NTRK2;CASP3;MAGI2;FRS2
Ast8,positive regulation of kinase activity (GO:0033674),8/114,0.0002246986359470232,0.0258880935649077,5.36231884057971,PDGFRB;NTRK2;ROR1;MERTK;EPHB1;FGFR3;PTK2;EPHB3
Ast8,nervous system development (GO:0007399),17/447,0.00023956593235310804,0.0258880935649077,2.8556920128908634,LGI1;CNTFR;GPM6A;ADGRV1;NCAN;NRXN1;CXCR4;MSI1;MERTK;BCAN;ZEB2;NAV3;CSPG5;DCHS1;SOX6;EPHB1;GPM6B
Ast8,positive regulation of DNA metabolic process (GO:0051054),6/63,0.0002680095021375348,0.0264008939943204,7.443771298750473,PDGFRB;RGCC;EYA1;STPG4;EYA2;TOX
Ast8,visual system development (GO:0150063),5/41,0.0002748502555799701,0.0264008939943204,9.79689366786141,MEIS1;SALL2;CHRDL1;PBX1;FREM2
Ast8,myelin maintenance (GO:0043217),3/10,0.00031575648796281224,0.0275698154323478,30.05948144382308,ABCD2;CXCR4;ABCD1
Ast8,cytoskeleton organization (GO:0007010),8/120,0.00031891053131692096,0.0275698154323478,5.073498964803313,STRIP2;DIAPH3;FMNL2;ABI2;PACSIN3;CSPG5;WASF3;SIPA1
Ast8,regulation of kinase activity (GO:0043549),7/94,0.0003860477524851312,0.0317845982879424,5.70160587576248,PDGFRB;NTRK2;ROR1;MERTK;EPHB1;FGFR3;EPHB3
Ast8,dermatan sulfate biosynthetic process (GO:0030208),3/12,0.0005668129211296417,0.039200781625326,23.377224199288257,BCAN;NCAN;CSPG5
Ast8,dendritic spine organization (GO:0097061),4/27,0.0005399501201469244,0.039200781625326,12.23167701863354,CTNND2;WNT7A;EPHB1;EPHB3
Ast8,chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),4/27,0.0005399501201469244,0.039200781625326,12.23167701863354,BCAN;CHST7;NCAN;CSPG5
Ast8,positive regulation of fatty acid oxidation (GO:0046321),3/12,0.0005668129211296417,0.039200781625326,23.377224199288257,ABCD2;ABCD1;PPARGC1A
Ast8,regulation of hydrolase activity (GO:0051336),6/73,0.0005966111225357475,0.0396746396486272,6.329539353591754,VAV3;NTRK2;RABGAP1;GPR137B;PTK2;EPHB3
Ast8,generation of neurons (GO:0048699),10/202,0.0006479897946454416,0.0414953464793321,3.7112226277372256,GPM6A;NTRK2;AUTS2;FUT9;WNT7B;CASP3;CEP85L;WNT7A;SH3RF1;ASTN1
Ast8,chondroitin sulfate catabolic process (GO:0030207),3/13,0.000729139595043312,0.0420227453276628,21.03843416370107,BCAN;NCAN;CSPG5
Ast8,dermatan sulfate metabolic process (GO:0030205),3/13,0.000729139595043312,0.0420227453276628,21.03843416370107,BCAN;NCAN;CSPG5
Ast8,negative regulation of reactive oxygen species biosynthetic process (GO:1903427),3/13,0.000729139595043312,0.0420227453276628,21.03843416370107,ABCD2;SLC30A10;ABCD1
Ast8,regulation of substrate adhesion-dependent cell spreading (GO:1900024),5/51,0.0007675895022561182,0.0428116854645428,7.66323827333645,DOCK5;CARMIL1;CSPG5;FBLN1;PTK2
Ast8,chondroitin sulfate metabolic process (GO:0030204),4/30,0.0008154316597335717,0.0440587918649795,10.81868131868132,BCAN;CHST7;NCAN;CSPG5
Ast8,C4-dicarboxylate transport (GO:0015740),3/14,0.0009182833544971342,0.0481124824219862,19.124878680038822,SLC25A18;SLC1A2;SLC13A5
Ast9,positive regulation of establishment of protein localization to telomere (GO:1904851),3/10,2.836548419867292e-05,0.0103948776318384,69.22299651567944,CCT6A;CCT8;CCT5
Ast9,regulation of establishment of protein localization to telomere (GO:0070203),3/11,3.882307238781856e-05,0.0103948776318384,60.56707317073171,CCT6A;CCT8;CCT5
Ast9,regulation of protein localization to Cajal body (GO:1904869),3/11,3.882307238781856e-05,0.0103948776318384,60.56707317073171,CCT6A;CCT8;CCT5
Ast9,positive regulation of protein localization to Cajal body (GO:1904871),3/11,3.882307238781856e-05,0.0103948776318384,60.56707317073171,CCT6A;CCT8;CCT5
Ast9,"positive regulation of protein localization to chromosome, telomeric region (GO:1904816)",3/12,5.152595177002898e-05,0.0110368588691402,53.83468834688347,CCT6A;CCT8;CCT5
Ast9,positive regulation of telomerase RNA localization to Cajal body (GO:1904874),3/15,0.00010510163594627498,0.01876064201641,40.36991869918699,CCT6A;CCT8;CCT5
Ast9,chemical synaptic transmission (GO:0007268),9/306,0.00014066018152515255,0.0215210077733483,5.07044807044807,CNP;GLRB;GABRA4;GAD1;GABRA3;SLC17A6;MBP;AKAP5;VAMP2
Ast9,regulation of telomerase RNA localization to Cajal body (GO:1904872),3/18,0.00018590335200614836,0.0248878112498231,32.291056910569104,CCT6A;CCT8;CCT5
Ast9,positive regulation of establishment of protein localization (GO:1904951),3/19,0.00021974626137369205,0.0261498051034693,30.271341463414632,CCT6A;CCT8;CCT5
Ast9,chloride transmembrane transport (GO:1902476),4/50,0.0002763855056109476,0.0296008876509324,14.132573057733428,SLC12A2;GLRB;GABRA4;GABRA3
Ast9,positive regulation of macroautophagy (GO:0016239),4/53,0.00034634264003862136,0.0337211788619421,13.26530612244898,PIP4K2B;SMCR8;OPTN;PAFAH1B2
Ast10,regulation of calcium ion-dependent exocytosis (GO:0017158),9/31,2.4516845769344218e-12,2.39159984590724e-09,51.95716783216783,SCAMP5;CACNA1I;SYT4;SYT1;STXBP1;SYT10;DOC2B;SYT7;CACNA1G
Ast10,positive regulation of calcium ion-dependent exocytosis (GO:0045956),7/13,3.766298969932662e-12,2.39159984590724e-09,146.41666666666666,SCAMP5;SYT4;CACNA1I;SYT1;SYT10;DOC2B;CACNA1G
Ast10,positive regulation of regulated secretory pathway (GO:1903307),6/17,3.30342474287774e-09,1.3984498078182431e-06,68.00686106346484,SCAMP5;SYT4;CACNA1I;SYT10;DOC2B;CACNA1G
Ast10,chemical synaptic transmission (GO:0007268),14/306,2.603428324129307e-07,8.26588492911055e-05,6.205252653542593,SYT1;STXBP1;NRXN2;HTR2A;GABRG2;CAMKK2;GLRA3;PRKAR2B;DNAJC5;SYT10;PLP1;NPTX1;BSN;KCNK3
Ast10,anterograde trans-synaptic signaling (GO:0098916),12/244,9.02462292172636e-07,0.00022922542221184952,6.627112914131169,GLRA3;SYT1;PRKAR2B;SYT10;PLP1;NRXN2;NPTX1;HTR2A;BSN;KCNK3;GABRG2;CAMKK2
Ast10,cellular response to calcium ion (GO:0071277),7/69,1.6073766428269274e-06,0.00034022805606503297,14.129338505512454,NEUROD2;SYT4;MEF2C;CPNE5;SYT1;SYT10;SYT7
Ast10,calcium-ion regulated exocytosis (GO:0017156),5/27,2.506680731384706e-06,0.0004547835041226538,28.14346590909091,SYT4;SYT1;SYT10;DOC2B;SYT7
Ast10,positive regulation of dendrite extension (GO:1903861),4/17,9.775884355704797e-06,0.0013751800724061,37.88246536072623,SYT4;CPNE5;SYT1;RASAL1
Ast10,galactolipid biosynthetic process (GO:0019375),3/6,1.082818954650489e-05,0.0013751800724061,122.41975308641976,FA2H;UGT8;GAL3ST1
Ast10,galactosylceramide biosynthetic process (GO:0006682),3/6,1.082818954650489e-05,0.0013751800724061,122.41975308641976,FA2H;UGT8;GAL3ST1
Ast10,regulation of dendrite extension (GO:1903859),4/18,1.24883095341005e-05,0.0014024579977458,35.17480035492458,SYT4;CPNE5;SYT1;RASAL1
Ast10,cellular response to metal ion (GO:0071248),8/131,1.3251571632243995e-05,0.0014024579977458,8.166122935114702,NEUROD2;SYT4;MEF2C;TF;CPNE5;SYT1;SYT10;SYT7
Ast10,synaptic vesicle exocytosis (GO:0016079),5/40,1.8736700119141408e-05,0.0017085521788421,17.678571428571427,SYT1;DNAJC5;SYT10;DOC2B;SYT7
Ast10,glycosylceramide biosynthetic process (GO:0046476),3/7,1.883443346755179e-05,0.0017085521788421,91.8101851851852,FA2H;UGT8;GAL3ST1
Ast10,signal release from synapse (GO:0099643),5/43,2.6868280073070663e-05,0.0020742062084021,16.28042763157895,SYT1;STXBP1;DNAJC5;SYT10;NRXN2
Ast10,response to calcium ion (GO:0051592),7/107,2.989161403782288e-05,0.0020742062084021,8.743354430379746,NEUROD2;SYT4;MEF2C;CPNE5;SYT1;SYT10;SYT7
Ast10,galactosylceramide metabolic process (GO:0006681),3/8,2.9952403778875787e-05,0.0020742062084021,73.44444444444444,FA2H;UGT8;GAL3ST1
Ast10,neurotransmitter secretion (GO:0007269),5/44,3.011201543859848e-05,0.0020742062084021,15.862179487179487,SYT1;STXBP1;DNAJC5;SYT10;NRXN2
Ast10,neurotransmitter transport (GO:0006836),6/73,3.103143146428376e-05,0.0020742062084021,11.133765136581244,SYT1;SYNJ1;DNAJC5;STXBP1;NRXN2;PPFIA4
Ast10,regulation of dopamine secretion (GO:0014059),4/25,4.935272619030603e-05,0.0031338981130844,23.44158532978409,SYT4;SYT1;SYT10;SYT7
Ast10,regulation of catecholamine secretion (GO:0050433),4/30,0.00010353722040841498,0.0062615366627946,18.928810320114668,SYT4;SYT1;SYT10;SYT7
Ast10,calcium ion-regulated exocytosis of neurotransmitter (GO:0048791),3/12,0.00011484444768498494,0.0066296567527241,40.79423868312757,SYT1;DOC2B;SYT7
Ast10,regulated exocytosis (GO:0045055),8/180,0.00012720258460019194,0.0070237948887932,5.825211079840024,APP;SYT4;TF;SYT1;STXBP1;DNAJC5;SYT10;SYT7
Ast10,regulation of regulated secretory pathway (GO:1903305),4/35,0.000191570484561314,0.0101372714747028,15.871769184532155,SYT4;SYT1;SYT10;SYT7
Ast10,nervous system development (GO:0007399),12/447,0.00034753718656225336,0.0176548890773624,3.497858913680415,NEUROD2;UGT8;MEF2C;GDA;FLRT3;NEURL1;NRXN2;SEMA4F;NPTX1;VLDLR;NPAS1;RAPGEFL1
Ast10,regulation of ion transport (GO:0043269),5/79,0.0004954771441836605,0.024202152812048,8.345016891891891,SYT4;TF;SYT1;SYT10;SYT7
Ast10,regulation of dendritic spine development (GO:0060998),3/21,0.0006574141938518023,0.0291467112362636,20.387860082304528,MEF2C;NEURL1;KIF1A
Ast10,auditory receptor cell stereocilium organization (GO:0060088),2/5,0.0006655548235052338,0.0291467112362636,81.11247443762781,PDZD7;PLS1
Ast10,auditory receptor cell morphogenesis (GO:0002093),2/5,0.0006655548235052338,0.0291467112362636,81.11247443762781,PDZD7;PLS1
Ast10,positive regulation of developmental growth (GO:0048639),4/52,0.0008883712054939732,0.0376077143659115,10.241718426501036,SYT4;CPNE5;SYT1;RASAL1
Ast11,contractile actin filament bundle assembly (GO:0030038),3/15,5.9385653561452944e-05,0.0275846360792948,49.21782178217822,FAM171A1;ITGB5;ARRB1
Ast11,stress fiber assembly (GO:0043149),3/15,5.9385653561452944e-05,0.0275846360792948,49.21782178217822,FAM171A1;ITGB5;ARRB1
Ast12,regulation of mitotic spindle organization (GO:0060236),4/35,3.0719638750930046e-05,0.030289563808417,25.892473118279568,CLTC;CHMP4B;CCSAP;MAP9
Ast12,post-Golgi vesicle-mediated transport (GO:0006892),5/89,9.677141302559296e-05,0.0385255302641469,12.03413508260447,RAB14;CLTC;CLTA;GOLGA7;STEAP2
Ast12,neutrophil degranulation (GO:0043312),10/481,0.00018870583441131424,0.0385255302641469,4.434856060087209,ACTR2;RAB4B;RAP2B;TMEM30A;RAB14;ATP6AP2;GOLGA7;LAMTOR3;ARL8A;CKAP4
Ast12,neutrophil activation involved in immune response (GO:0002283),10/485,0.0002017053241444274,0.0385255302641469,4.39660441426146,ACTR2;RAB4B;RAP2B;TMEM30A;RAB14;ATP6AP2;GOLGA7;LAMTOR3;ARL8A;CKAP4
Ast12,neutrophil mediated immunity (GO:0002446),10/488,0.0002119428027630665,0.0385255302641469,4.368335807801323,ACTR2;RAB4B;RAP2B;TMEM30A;RAB14;ATP6AP2;GOLGA7;LAMTOR3;ARL8A;CKAP4
Ast12,cellular protein-containing complex assembly (GO:0034622),6/168,0.00023443527544105637,0.0385255302641469,7.535318823978618,VBP1;TCP1;CLTC;CHMP4B;CLTA;RTN4
Ast12,clathrin-dependent endocytosis (GO:0072583),3/26,0.0003164079494425796,0.044568319735769,25.922608695652173,CLTC;CANX;CLTA
Ast15,cytokine-mediated signaling pathway (GO:0019221),48/621,1.8901845877343175e-17,4.668755931703764e-14,5.069791406964182,IFITM3;NUMBL;CDKN1A;CIITA;IFITM2;NOD1;CSF2RB;IFI35;CXCL2;ICAM1;IL18BP;LMNB1;SOCS3;UGCG;MUC1;CA1;TRIM5;PIM1;CCL2;GBP2;GBP1;TRIM22;IL13RA1;IFNAR2;ANXA1;ANXA2;IL1R1;MMP1;STAT3;FN1;IFNLR1;OSMR;SOD2;F3;PML;PSMB9;TNFRSF1A;BST2;AIM2;TNIP2;CLCF1;IRF1;IRF7;PLP2;LTBR;MAP3K14;CD44;IRF9
Ast15,cellular response to cytokine stimulus (GO:0071345),39/482,5.502238469256348e-15,6.795264509531589e-12,5.215324805618259,NUMBL;CDKN1A;IFITM2;SHMT1;MT1X;CSF2RB;ADAMTS12;CXCL2;YBX3;ICAM1;IL18BP;SOCS3;MUC1;SBNO2;ZFP36;IFI16;PIM1;CCL2;GBP2;GBP1;GBP3;IL13RA1;IFNAR2;ANXA1;IL1R1;MMP1;STAT3;FN1;DAB2IP;IFNLR1;OSMR;F3;TNFRSF1A;AIM2;CLCF1;IRF1;PTPN9;CHI3L1;PLP2
Ast15,response to cytokine (GO:0034097),17/150,2.0899528024970733e-09,1.7207278073892574e-06,7.205180581511582,IFITM3;IFNAR2;GGT5;CIITA;IFITM2;ANXA1;GCH1;IL1R1;STAT3;IFNLR1;OSMR;PML;IL18BP;BST2;PLSCR1;CHI3L1;PTPN9
Ast15,response to interferon-beta (GO:0035456),8/28,2.467955868503456e-08,1.5239627488008838e-05,22.103661971830984,IFITM3;IFNAR2;BST2;PLSCR1;IFITM2;AIM2;IFI16;IRF1
Ast15,interferon-gamma-mediated signaling pathway (GO:0060333),11/68,3.6801752378488594e-08,1.818006567497337e-05,10.734649122807015,CIITA;TRIM5;IRF1;IRF7;GBP2;GBP1;TRIM22;CD44;IRF9;PML;ICAM1
Ast15,cellular response to interferon-gamma (GO:0071346),13/121,3.142999945871832e-07,0.0001293868311050571,6.716322751322752,CIITA;PML;ICAM1;TRIM5;IRF1;IRF7;CCL2;GBP2;GBP1;TRIM22;CD44;IRF9;GBP3
Ast15,positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),15/171,5.610632808828766e-07,0.00019797518625438643,5.382681255526083,SHISA5;TNFRSF10B;NOD1;LITAF;TNFRSF1A;BST2;AKAP13;TRIM5;TNIP2;LTBR;ALPK1;MAP3K14;TRIM22;APOL3;LTF
Ast15,positive regulation of intracellular signal transduction (GO:1902533),28/546,8.868248977180832e-07,0.0002738071871704582,3.0849536103267448,PDGFA;NOD1;IFI35;ADRB2;LITAF;AKAP13;TRIM5;FAM110C;APOL3;TRIM22;UNC5B;FN1;DAB2IP;SHISA5;TNFRSF10B;NMI;F3;TNFRSF1A;BST2;MFHAS1;PTP4A3;TNIP2;CHI3L1;NUPR1;LTBR;ALPK1;MAP3K14;LTF
Ast15,cellular response to type I interferon (GO:0071357),9/65,2.5267853315940496e-06,0.0006155271602915988,8.889679176755449,IFITM3;IFNAR2;BST2;IFITM2;IRF1;IRF7;IFI35;GBP2;IRF9
Ast15,type I interferon signaling pathway (GO:0060337),9/65,2.5267853315940496e-06,0.0006155271602915988,8.889679176755449,IFITM3;IFNAR2;BST2;IFITM2;IRF1;IRF7;IFI35;GBP2;IRF9
Ast15,defense response to symbiont (GO:0140546),12/124,2.7412140741731125e-06,0.0006155271602915988,5.96001221001221,IFITM3;IFNAR2;BST2;PLSCR1;IFITM2;IFI16;TRIM5;IRF1;IRF7;NLRC5;IFNLR1;MAP3K14
Ast15,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),16/224,3.618390291143473e-06,0.0007447853349270315,4.3070272666814455,DAB2IP;SHISA5;TNFRSF10B;NOD1;LITAF;TNFRSF1A;BST2;AKAP13;TRIM5;TNIP2;LTBR;ALPK1;MAP3K14;TRIM22;APOL3;LTF
Ast15,negative regulation of viral process (GO:0048525),9/70,4.746702584102781e-06,0.0009018734909795284,8.158933036954709,IFITM3;BST2;ZFP36;PLSCR1;IFITM2;IFI16;TRIM5;PML;LTF
Ast15,response to tumor necrosis factor (GO:0034612),11/110,5.189335069284305e-06,0.0009155469729380168,6.16729797979798,GGT5;ZFP36;GCH1;DAB2IP;CHI3L1;CCL2;ADAMTS12;GBP2;YBX3;GBP1;GBP3
Ast15,defense response to virus (GO:0051607),12/133,5.706419901058529e-06,0.0009396571437076378,5.514162605071696,IFITM3;IFNAR2;BST2;PLSCR1;IFITM2;IFI16;TRIM5;IRF1;IRF7;NLRC5;IFNLR1;MAP3K14
Ast15,regulation of ERK1 and ERK2 cascade (GO:0070372),16/238,7.842387572981747e-06,0.001210668581579,4.032505127605992,NRP1;FN1;DAB2IP;PDGFA;RANBP9;ICAM1;SPRED3;MFHAS1;P2RY6;GLIPR2;CHI3L1;CCL2;ALKAL2;GBP1;CD44;EPHA2
Ast15,cellular response to tumor necrosis factor (GO:0071356),14/194,1.305888936984313e-05,0.0018973798084419,4.33616682585164,DAB2IP;ADAMTS12;YBX3;PSMB9;TNFRSF1A;ZFP36;AIM2;CHI3L1;CCL2;LTBR;GBP2;MAP3K14;GBP1;GBP3
Ast15,response to interferon-gamma (GO:0034341),9/80,1.4434513626302544e-05,0.0019807360364981,7.006206731916925,IFITM3;BST2;CIITA;IFITM2;GCH1;CCL2;GBP2;GBP1;GBP3
Ast15,negative regulation of viral life cycle (GO:1903901),5/20,2.3732820697861466e-05,0.0030852666907219,18.27001862197393,IFITM3;BST2;CIITA;IFITM2;TRIM5
Ast15,response to interleukin-1 (GO:0070555),9/86,2.601843345114868e-05,0.0032108469985421,6.458287475236628,ANXA1;IL1R1;DAB2IP;CHI3L1;CCL2;ADAMTS12;GBP2;GBP1;GBP3
Ast15,cellular response to mechanical stimulus (GO:0071260),7/49,2.729869917788885e-05,0.0032108469985421,9.17368913857678,GADD45A;IRF1;TNFRSF10B;LTBR;MAP3K14;AQP1;TNFRSF1A
Ast15,toll-like receptor 3 signaling pathway (GO:0034138),4/12,4.708218366789355e-05,0.0052860451663498,27.338440111420613,COLEC12;SCARA3;TNIP2;RFTN1
Ast15,regulation of epithelial to mesenchymal transition (GO:0010717),8/76,7.016686209862352e-05,0.0075353108427652,6.485169842584921,SPRED3;EFNA1;GLIPR2;TGFB3;HPN;PDPN;DAB2IP;VASN
Ast15,receptor signaling pathway via STAT (GO:0097696),5/25,7.547988178509374e-05,0.0077232548134704,13.699022346368714,IFNAR2;CLCF1;STAT3;CCL2;NMI
Ast15,positive regulation of cation channel activity (GO:2001259),6/40,7.817059527804058e-05,0.0077232548134704,9.690064260998517,JPH2;P2RY6;CCL2;ADRB2;LRRC55;PIRT
Ast15,inflammatory response (GO:0006954),14/230,8.50294351057639e-05,0.0080777963350475,3.606786586012947,GGT5;SERPINA3;CIITA;ANXA1;STAT3;NOD1;CXCL2;TNFRSF1A;TPST1;MFHAS1;CHI3L1;CCL2;CD44;APOL3
Ast15,skin development (GO:0043588),8/80,0.000101297807643619,0.0092668735140644,6.123630672926447,UGCG;CLIC4;ANXA1;CDSN;ITGB4;PDGFA;ABCA12;EPHA2
Ast15,membrane raft assembly (GO:0001765),3/6,0.00011387131145054288,0.0100450764029586,54.53888888888889,ANXA2;RFTN1;FLOT2
Ast15,positive regulation of cell migration (GO:0030335),15/269,0.00012782182225524907,0.0108868931369125,3.289268259571002,ACVR1;NRP1;TCAF2;STAT3;FN1;DAB2IP;PDGFA;NEDD9;SOD2;F3;RAB11A;GLIPR2;PODXL;FAM110C;PDPN
Ast15,innate immune response (GO:0045087),16/302,0.00013893790151137749,0.0112719767054904,3.119808145744745,IFITM3;COLEC12;CIITA;IFITM2;GCH1;NLRC5;IFNLR1;PML;C3;BST2;MFHAS1;TRIM5;IRF7;ALPK1;TRIM22;LTF
Ast15,actin cytoskeleton reorganization (GO:0031532),7/63,0.0001414701529838878,0.0112719767054904,6.875351123595506,NRP1;ANXA1;CTTN;MINK1;MYH9;NEDD9;PDLIM4
Ast15,cellular response to growth factor stimulus (GO:0071363),11/158,0.00015108020340707037,0.0115472426014774,4.14328231292517,ACVR1;MAP2K3;DUSP22;NRP1;ZFP36;ANXA1;DAB2IP;CCL2;ADAMTS12;CD44;LGMN
Ast15,regulation of innate immune response (GO:0045088),7/64,0.00015640058953375225,0.0115472426014774,6.754385964912281,IFNAR2;PLSCR1;IFI16;IRF1;IFI35;NMI;PARP9
Ast15,negative regulation of epithelial to mesenchymal transition (GO:0010719),5/29,0.00015894989815798922,0.0115472426014774,11.413524208566107,SPRED3;EFNA1;HPN;DAB2IP;VASN
Ast15,positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),10/134,0.00017038291051237848,0.0120241653990164,4.457872612629078,ACVR1;EFNA1;SOCS3;NRP1;CLCF1;STAT3;NEDD9;PARP9;CD44;TNFRSF1A
Ast15,skin morphogenesis (GO:0043589),3/7,0.00019659212318604003,0.0134884040074866,40.90208333333333,CDSN;ITGB4;ABCA12
Ast15,negative regulation of viral entry into host cell (GO:0046597),4/17,0.00021066923236353051,0.0140635947010248,16.819370044996784,IFITM3;CIITA;IFITM2;TRIM5
Ast15,receptor signaling pathway via JAK-STAT (GO:0007259),5/31,0.0002207520526573737,0.0143488834227292,10.534486463257412,IFNAR2;CLCF1;STAT3;CCL2;NMI
Ast15,negative regulation of apoptotic process (GO:0043066),21/485,0.0002311430072563673,0.0146390571262365,2.5372617967332123,BARD1;PLK3;ANXA1;TGFB3;UNC5B;HPN;SOD2;HIPK3;AQP1;NUAK2;CCND2;CLCF1;PDPN;PIM1;CCL2;PIM3;ANGPTL4;NUPR1;CD44;LGMN;LTF
Ast15,response to interferon-alpha (GO:0035455),4/18,0.0002669998187956642,0.0164872388106322,15.617190608834065,IFITM3;IFNAR2;BST2;IFITM2
Ast15,regulation of complement activation (GO:0030449),6/50,0.00027786958259175536,0.0167399480244301,7.483957219251337,C3;C1S;C1R;PROS1;CFI;SERPING1
Ast15,cellular response to copper ion (GO:0071280),4/19,0.0003333821699666924,0.0196060466623269,14.575301764159702,MT1A;MT1M;MT1X;AQP1
Ast15,cell-substrate junction assembly (GO:0007044),5/34,0.0003457490312907024,0.0198604676113496,9.443267193219032,DST;CTTN;ITGB4;ACTN1;FN1
Ast15,regulation of immune effector process (GO:0002697),6/53,0.00038353516672950814,0.0213025227394713,7.005185052744502,C3;C1S;C1R;PROS1;CFI;SERPING1
Ast15,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",7/74,0.000388102641002514,0.0213025227394713,5.743333892336072,PLK3;CDKN1A;MUC1;GADD45A;CARM1;NDRG1;PML
Ast15,cellular response to interferon-beta (GO:0035458),4/20,0.0004107949926868295,0.0218681564358413,13.663649025069638,IFITM2;AIM2;IFI16;IRF1
Ast15,regulation of humoral immune response (GO:0002920),6/54,0.0004249682222349745,0.0218681564358413,6.858893557422969,C3;C1S;C1R;PROS1;CFI;SERPING1
Ast15,negative regulation of viral genome replication (GO:0045071),6/54,0.0004249682222349745,0.0218681564358413,6.858893557422969,IFITM3;BST2;PLSCR1;IFITM2;IFI16;LTF
Ast15,membrane assembly (GO:0071709),5/36,0.000454727665195036,0.0229219863884028,8.833123085240583,UGCG;ANXA2;RFTN1;FLOT2;TLCD2
Ast15,regulation of apoptotic process (GO:0042981),27/742,0.0005123510375634079,0.024617211019652,2.1265984015984016,STEAP3;HPN;DDX20;NDRG1;AQP1;AKAP13;NUAK2;CCND2;PDPN;PIM1;PIM3;BARD1;PLK3;ANXA1;GADD45A;TGFB3;ACTN1;ARHGEF17;DAB2IP;TNFRSF10B;HIPK3;ARHGEF3;ANGPTL4;NUPR1;RNF122;CD44;LTF
