Module,GO_term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes
Mic5,ribosome biogenesis (GO:0042254),34/192,6.2343807399589094e-52,2.19093951718556e-50,132.9873417721519,RPL5;RPL30;RPL10;RPL32;RPL31;RPL12;RPLP1;RPL11;RPLP0;RPL10A;RPL8;RPL6;RPS15;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPL13;RPL35;RPLP2;RPL37;RPL18;RPL19;RPL23;RPS6;RPL13A;RPL23A;RPS27;RPL37A;RPL29;RPL28;UBA52;RPS24
Mic5,ncRNA processing (GO:0034470),34/201,3.3837647105711256e-51,1.109874825067329e-49,125.7630988023952,RPL5;RPL30;RPL10;RPL32;RPL31;RPL12;RPLP1;RPL11;RPLP0;RPL10A;RPL8;RPL6;RPS15;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPL13;RPL35;RPLP2;RPL37;RPL18;RPL19;RPL23;RPS6;RPL13A;RPL23A;RPS27;RPL37A;RPL29;RPL28;UBA52;RPS24
Mic5,ribosome assembly (GO:0042255),10/50,6.946685672732267e-16,2.136105844365172e-14,88.8125,RPS15;RPL5;RPS14;RPS27;RPL10;RPS5;RPLP0;RPL11;RPL23A;RPL6
Mic5,ribosomal small subunit biogenesis (GO:0042274),8/40,6.411615996165584e-13,1.8555971000667456e-11,85.78448275862068,RPS15;RPS14;RPS17;RPS16;RPS27;RPS5;RPS6;RPS24
Mic5,ribonucleoprotein complex assembly (GO:0022618),11/136,7.447221762749717e-13,2.0355739484849225e-11,31.6944,RPS15;RPL5;RPS14;RPS27;RPL10;SNRPD1;RPS5;RPL11;RPLP0;RPL23A;RPL6
Mic5,ribosomal large subunit biogenesis (GO:0042273),8/57,1.3185378384836044e-11,3.4143190343891227e-10,55.97466572836031,RPL5;RPL7A;RPL10;RPLP0;RPL11;RPL23A;RPL10A;RPL6
Mic5,ribosomal large subunit assembly (GO:0000027),6/25,1.7246794338495074e-10,4.2427114072697895e-09,104.8157894736842,RPL5;RPL10;RPL11;RPLP0;RPL23A;RPL6
Mic5,ribonucleoprotein complex biogenesis (GO:0022613),7/60,1.0335006351143755e-09,2.4213443451251087e-08,44.50495682763032,RPS15;RPL5;RPS17;RPS16;RPS6;RPL11;RPS24
Mic5,ribosomal small subunit assembly (GO:0000028),4/17,2.491725865447653e-07,5.5724051172738416e-06,98.863523573201,RPS15;RPS14;RPS27;RPS5
Mic5,positive regulation of signal transduction by p53 class mediator (GO:1901798),4/22,7.564083941020736e-07,1.6180562169487835e-05,71.38351254480287,RPS15;RPL23;RPS20;RPL37
Mic5,negative regulation of ubiquitin protein ligase activity (GO:1904667),3/9,2.8424657325886727e-06,5.827054751806779e-05,158.15873015873015,RPL5;RPL23;RPL11
Mic5,regulation of signal transduction by p53 class mediator (GO:1901796),6/156,1.2628183371737249e-05,0.000248522648755789,13.189333333333334,RPS15;RPL5;RPL23;RPL11;RPS20;RPL37
Mic5,negative regulation of ubiquitin-protein transferase activity (GO:0051444),3/15,1.5180196753745926e-05,0.0002872560308785768,79.05555555555556,RPL5;RPL23;RPL11
Mic5,regulation of ubiquitin protein ligase activity (GO:1904666),3/21,4.3749035959049415e-05,0.0007972046552537893,52.68783068783069,RPL5;RPL23;RPL11
Mic5,negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051),3/26,8.452167289925196e-05,0.0014339538988424,41.22360248447205,RPL5;RPL23;RPL11
Mic5,maturation of LSU-rRNA (GO:0000470),3/26,8.452167289925196e-05,0.0014339538988424,41.22360248447205,RPL7A;RPL35;RPL10A
Mic5,intracellular sequestering of iron ion (GO:0006880),2/5,0.00010656620364947746,0.0017476857398514,207.61458333333331,FTH1;FTL
Mic5,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",3/30,0.0001307449285420355,0.0020750485433123,35.10934744268078,RPS14;RPS16;RPS8
Mic5,maturation of SSU-rRNA (GO:0030490),3/35,0.00020830082291535624,0.0032026251523236,29.616071428571427,RPS14;RPS16;RPS8
Mic5,response to host defenses (GO:0052200),2/7,0.00022283723883950471,0.0032245859267363,124.55625,RPS27A;UBA52
Mic5,modulation by symbiont of host defense response (GO:0052031),2/7,0.00022283723883950471,0.0032245859267363,124.55625,RPS27A;UBA52
Mic5,negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059),3/38,0.00026659301172288154,0.0037475360505045,27.073469387755104,RPL5;RPL23;RPL11
Mic5,negative regulation of mitochondrial membrane potential (GO:0010917),2/8,0.0002964837911612044,0.0040519451458697,103.79166666666669,PRELID1;BAX
Mic5,JNK cascade (GO:0007254),3/41,0.00033450397824263435,0.0044479988458209,24.93233082706767,GPS2;RPS27A;UBA52
Mic5,regulation of ubiquitin-dependent protein catabolic process (GO:2000058),3/42,0.000359387942048076,0.0046531280917803,24.29181929181929,RPL5;RPL23;RPL11
Mic5,negative regulation of membrane potential (GO:0045837),2/9,0.0003803819833564485,0.0047986650208044,88.95982142857143,PRELID1;BAX
Mic5,modification-dependent macromolecule catabolic process (GO:0043632),2/10,0.0004744654203814996,0.0055580234958975,77.8359375,RPS27A;UBA52
Mic5,modulation by symbiont of host process (GO:0044003),2/10,0.0004744654203814996,0.0055580234958975,77.8359375,RPS27A;UBA52
Mic5,regulation of protein neddylation (GO:2000434),2/10,0.0004744654203814996,0.0055580234958975,77.8359375,RPL5;RPL11
Mic5,protein targeting (GO:0006605),4/125,0.0007768908005232382,0.0088890761362193,10.564116235670488,NACA;RPL11;TOMM7;TSPO
Mic5,stress-activated MAPK cascade (GO:0051403),3/62,0.0011295854437618,0.0126308190529735,16.041162227602907,GPS2;RPS27A;UBA52
Mic5,pre-replicative complex assembly (GO:0036388),3/64,0.001238565078198,0.013541644854965,15.513661202185792,PSME1;RPS27A;UBA52
Mic5,negative regulation of programmed cell death (GO:0043069),6/381,0.0015942788500957,0.0170518520488506,5.2157333333333336,PRELID1;RPL10;PA2G4;RPS27A;PTMA;UBA52
Mic5,endoplasmic reticulum mannose trimming (GO:1904380),2/19,0.0017687514504928,0.0185154407157969,36.61213235294117,RPS27A;UBA52
Mic5,regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),3/75,0.001956199521718,0.0200510450976101,13.136243386243386,PSME1;RPS27A;UBA52
Mic5,error-prone translesion synthesis (GO:0042276),2/21,0.0021629319253039,0.0217176021887666,32.754934210526315,RPS27A;UBA52
Mic5,positive regulation of peptidase activity (GO:0010952),2/22,0.002374172468896,0.022463324128786,31.115625,PRELID1;PSME1
Mic5,error-free translesion synthesis (GO:0070987),2/22,0.002374172468896,0.022463324128786,31.115625,RPS27A;UBA52
Mic5,"nucleotide-excision repair, DNA duplex unwinding (GO:0000717)",2/22,0.002374172468896,0.022463324128786,31.115625,RPS27A;UBA52
Mic5,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",2/24,0.002824642125521,0.0240801099978621,28.28409090909091,RPS27A;UBA52
Mic5,"nucleotide-excision repair, DNA damage recognition (GO:0000715)",2/23,0.002594763239101,0.0240801099978621,29.632440476190474,RPS27A;UBA52
Mic5,anaphase-promoting complex-dependent catabolic process (GO:0031145),3/84,0.0027027678609783,0.0240801099978621,11.671369782480893,PSME1;RPS27A;UBA52
Mic5,"nucleotide-excision repair, DNA gap filling (GO:0006297)",2/24,0.002824642125521,0.0240801099978621,28.28409090909091,RPS27A;UBA52
Mic5,"protein alpha-1,2-demannosylation (GO:0036508)",2/24,0.002824642125521,0.0240801099978621,28.28409090909091,RPS27A;UBA52
Mic5,regulation of translation (GO:0006417),4/178,0.0028452023276003,0.0240801099978621,7.3266592510196515,RPL5;RPL10;RPL13A;EIF1
Mic5,protein stabilization (GO:0050821),4/179,0.0029031031221529,0.0240801099978621,7.284423963133641,RPL5;RPL23;RPL11;PFN1
Mic5,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),3/87,0.0029855420932308,0.0240801099978621,11.25283446712018,PSME1;RPS27A;UBA52
Mic5,regulation of apoptotic process (GO:0042981),8/742,0.0029706076636828,0.0240801099978621,3.60800526167434,PRELID1;RPL10;RPS6;BAX;PA2G4;RPS27A;PTMA;UBA52
Mic5,global genome nucleotide-excision repair (GO:0070911),2/26,0.0033120172933686,0.0262824598118934,25.924479166666668,RPS27A;UBA52
Mic5,stress-activated protein kinase signaling cascade (GO:0031098),2/27,0.0035693908352267,0.0274396920458055,24.88625,RPS27A;UBA52
Mic5,cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),2/27,0.0035693908352267,0.0274396920458055,24.88625,RPS27A;UBA52
Mic5,interleukin-1-mediated signaling pathway (GO:0070498),3/94,0.0037142477202495,0.0281139981286583,10.38356881214024,PSME1;RPS27A;UBA52
Mic5,nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423),2/28,0.0038358070126423,0.0285941977306068,23.927884615384617,RPS27A;UBA52
Mic5,aggrephagy (GO:0035973),2/29,0.0041112051894865,0.0293146804815563,23.04050925925926,RPS27A;UBA52
Mic5,"nucleotide-excision repair, preincision complex assembly (GO:0006294)",2/29,0.0041112051894865,0.0293146804815563,23.04050925925926,RPS27A;UBA52
Mic5,MyD88-dependent toll-like receptor signaling pathway (GO:0002755),2/29,0.0041112051894865,0.0293146804815563,23.04050925925926,RPS27A;UBA52
Mic5,positive regulation of endopeptidase activity (GO:0010950),2/30,0.004395525019554,0.0304591311214171,22.216517857142858,PRELID1;PSME1
Mic5,TRIF-dependent toll-like receptor signaling pathway (GO:0035666),2/30,0.004395525019554,0.0304591311214171,22.216517857142858,RPS27A;UBA52
Mic5,MyD88-independent toll-like receptor signaling pathway (GO:0002756),2/31,0.0046887064481426,0.0320394940623081,21.44935344827586,RPS27A;UBA52
Mic5,negative regulation of apoptotic process (GO:0043066),6/485,0.0052449193810892,0.0353493196643277,4.061586638830898,PRELID1;RPL10;PA2G4;RPS27A;PTMA;UBA52
Mic5,"nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)",2/37,0.0066305616791941,0.0440842749481558,17.766964285714284,RPS27A;UBA52
Mic5,regulation of exit from mitosis (GO:0007096),2/39,0.007346063427891,0.0475560948226628,16.80489864864865,RPS27A;UBA52
Mic5,"nucleotide-excision repair, DNA incision (GO:0033683)",2/39,0.007346063427891,0.0475560948226628,16.80489864864865,RPS27A;UBA52
Mic5,regulation of mRNA catabolic process (GO:0061013),3/122,0.0076631235168295,0.0489643736400015,7.929171668667467,PSME1;RPS27A;UBA52
Mic6,organelle organization (GO:0006996),8/420,2.705898388856659e-05,0.0207812996264191,7.584466019417476,VMP1;UBXN2B;VAPA;CSNK1A1;CHMP4B;CSNK1D;STX4;NECTIN2
Mic6,regulation of cell junction assembly (GO:1901888),3/27,6.442784571468747e-05,0.0247402927544399,45.268181818181816,PRKCH;RAPGEF2;F11R
Mic6,membrane assembly (GO:0071709),3/36,0.00015438335924143848,0.0395221399658082,32.90743801652893,UBXN2B;CHMP4B;STX4
Mic6,endomembrane system organization (GO:0010256),5/199,0.00027700960120367115,0.0449114530771513,9.603190040848084,VMP1;UBXN2B;VAPA;CSNK1A1;CSNK1D
Mic6,regulation of protein kinase activity (GO:0045859),4/110,0.00029239227263770423,0.0449114530771513,13.861635220125786,CDKN1A;UBASH3B;RAPGEF2;LCP2
Mic6,cellular response to cytokine stimulus (GO:0071345),7/482,0.0004699516631396136,0.0451153596614029,5.625139318885449,CDKN1A;IRF1;FPR1;STX4;PTPN7;IL1RAP;CD58
Mic6,cytokine-mediated signaling pathway (GO:0019221),8/621,0.0004026339966360679,0.0451153596614029,5.045089722675368,CDKN1A;FCER1G;TNFRSF12A;FBXW11;IRF1;FPR1;STX4;IL1RAP
Mic6,establishment of endothelial intestinal barrier (GO:0090557),2/11,0.00044700954794706256,0.0451153596614029,79.09920634920636,RAPGEF2;F11R
Mic6,Golgi organization (GO:0007030),4/130,0.0005510806386017772,0.0470255478273516,11.649617871840094,VMP1;UBXN2B;CSNK1A1;CSNK1D
Mic8,mitochondrial ATP synthesis coupled electron transport (GO:0042775),41/71,1.827773553794572e-50,3.8383244629686007e-47,69.74638816362054,COX7B;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;COX4I1;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCR11;UQCR10;COX6A1;COX5B;COX7C;COX5A;UQCRH;UQCRFS1;COA6;COX8A;NDUFA8;UQCC3;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;COX6C;COX6B1;NDUFS8;NDUFS7;UQCRQ;NDUFS5;NDUFAB1;NDUFS3;CYCS
Mic8,aerobic electron transport chain (GO:0019646),40/70,5.482131628161357e-49,5.756238209569425e-46,67.86805555555556,COX7B;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;COX4I1;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCR11;UQCR10;COX6A1;COX5B;COX7C;COX5A;UQCRH;UQCRFS1;COX8A;NDUFA8;UQCC3;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;COX6C;COX6B1;NDUFS8;NDUFS7;UQCRQ;NDUFS5;NDUFAB1;NDUFS3;CYCS
Mic8,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",24/39,6.651192515711176e-31,4.655834760997823e-28,78.244,NDUFA8;NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFA4;NDUFB4;NDUFA3;NDUFB3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS5;NDUFAB1;NDUFS3
Mic8,mitochondrial respiratory chain complex assembly (GO:0033108),31/90,1.8142360525955349e-29,9.52473927612656e-27,26.09337128563419,NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB4;COX17;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;COX14;NDUFA8;PET100;UQCC3;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS5;NDUFAF4;SDHAF1;NDUFAB1;NDUFS3;NDUFAF3
Mic8,mitochondrial respiratory chain complex I assembly (GO:0032981),25/58,6.52516449095346e-27,2.283807571833711e-24,37.10602263233842,NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB4;NDUFB3;NDUFB2;NDUFB1;NDUFA8;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS5;NDUFAF4;NDUFAB1;NDUFS3;NDUFAF3
Mic8,NADH dehydrogenase complex assembly (GO:0010257),25/58,6.52516449095346e-27,2.283807571833711e-24,37.10602263233842,NDUFA13;NDUFB8;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB4;NDUFB3;NDUFB2;NDUFB1;NDUFA8;NDUFA3;NDUFA2;NDUFA1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS5;NDUFAF4;NDUFAB1;NDUFS3;NDUFAF3
Mic8,translation (GO:0006412),37/214,3.691228681737633e-23,1.1073686045212898e-20,10.478444940802056,RPL34;MRPS33;MRPL16;MRPL36;MRPL34;RPL9;MRPL57;MRPL32;RPL7;MRPL11;MRPL55;TRMT112;RPL36;RPL14;RPL38;RPL15;MRPL9;RPL39;RPS10;RPS13;MRPS28;RPL41;RPS7;TMA7;RPS3A;MRPL23;MRPL43;RPS26;MRPL52;RPS25;RPS28;RPS29;RPL24;RPL27;RPL26;RPS21;RSL24D1
Mic8,peptide biosynthetic process (GO:0043043),32/162,5.053570448469383e-22,1.3265622427232131e-19,12.21098901098901,RPL34;MRPS33;MRPL36;MRPL34;RPL9;MRPL32;RPL7;MRPL11;MRPL55;RPL36;RPL14;RPL38;MRPL9;RPL15;RPL39;RPS10;RPS13;RPL41;RPS7;RPS3A;MRPL23;MRPL43;RPS26;MRPL52;RPS25;RPS28;RPS29;RPL24;RPL27;RPL26;RPS21;RSL24D1
Mic8,SRP-dependent cotranslational protein targeting to membrane (GO:0006614),24/90,4.327861397847334e-20,1.009834326164378e-17,17.736363636363638,SRP19;RPL41;RPS7;RPL34;RPS3A;SRP14;RPL9;RPL7;RPS26;RPS25;RPS28;RPS29;RPL36;RPL14;RPL24;RPL38;RPL27;SEC61B;RPL26;RPL15;RPL39;RPS10;RPS21;RPS13
Mic8,protein targeting to ER (GO:0045047),25/103,8.806847722400624e-20,1.849438021704131e-17,15.662553820448558,SRP19;RPL34;SRP14;RPL9;RPL7;SEC61G;RPL36;RPL14;RPL38;RPL15;RPL39;RPS10;RPS13;RPL41;RPS7;RPS3A;RPS26;RPS25;RPS28;SPCS1;RPS29;RPL24;RPL27;RPL26;RPS21
Mic8,cotranslational protein targeting to membrane (GO:0006613),24/94,1.3318318368992498e-19,2.5425880522622042e-17,16.719428571428573,SRP19;RPL41;ARL6IP1;RPS7;RPL34;RPS3A;SRP14;RPL9;RPL7;RPS26;RPS25;RPS28;RPS29;RPL36;RPL14;RPL24;RPL38;RPL27;RPL26;RPL15;RPL39;RPS10;RPS21;RPS13
Mic8,cellular protein metabolic process (GO:0044267),43/417,8.39025531846055e-18,1.4682946807305962e-15,5.794531699580333,STOML2;RPL34;MRPS33;MRPL36;NEDD8;MRPL34;RPL9;RNF5;MRPL32;RPL7;MRPL11;MRPL55;CST3;UBL5;LGALS1;RPL36;RPL14;TMEM208;RPL38;RPL15;MRPL9;RPL39;RPS10;RPS13;PSENEN;RPL41;RPS7;FBXO2;RPS3A;MRPL23;MRPL43;MRPL52;RPS26;RPS25;RPS28;SPCS1;RPS29;UBE2S;RPL24;RPL27;RPL26;RSL24D1;RPS21
Mic8,cellular macromolecule biosynthetic process (GO:0034645),37/314,2.350537902949543e-17,3.797022766303107e-15,6.66109758486553,SET;RPL34;MRPS33;MRPL36;MRPL34;RPL9;MRPL32;RPL7;MRPL11;MRPL55;RPL36;RPL14;RPL38;RPL15;MRPL9;POLR2I;RPL39;RPS10;POLR2J;RPS13;POLR2K;POLR2L;RPL41;RPS7;RPS3A;MRPL23;MRPL43;RPS26;MRPL52;RPS25;RPS28;RPS29;RPL24;RPL27;RPL26;RPS21;RSL24D1
Mic8,cytoplasmic translation (GO:0002181),22/93,2.6713865869663935e-17,4.0070798804495904e-15,15.03433536542639,RPL41;RPS7;RPL34;TMA7;RPS3A;RPL9;RPL7;RPS26;RPS25;RPS28;RPS29;RPL36;RPL14;RPL24;RPL38;RPL27;RPL26;RPL15;RPL39;RPS10;RPS21;RPS13
Mic8,gene expression (GO:0010467),39/356,3.889103844750884e-17,5.444745382651238e-15,6.154295546724569,RPL34;MRPS33;MRPL36;MRPL34;RPL9;MRPL32;RPL7;MRPL11;MRPL55;PABPN1;RPL36;RPL14;RPL38;RPL15;MRPL9;POLR2I;RPL39;RPS10;POLR2J;RPS13;POLR2K;POLR2L;RPL41;RPS7;ALYREF;RPS3A;MRPL23;MRPL43;RPS26;MRPL52;RPS25;RPS28;RPS29;RPL24;RPL27;RPL26;RPS21;RSL24D1;SRSF9
Mic8,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)",11/17,3.772415773568588e-15,4.951295702808771e-13,86.8724778046812,COX8A;COX7B;NDUFA4;COX4I1;CYCS;COX5B;COX6A1;COX6C;COX5A;COX7C;COX6B1
Mic8,translational termination (GO:0006415),20/96,1.0615468590173543e-14,1.3113225905508497e-12,12.701928087545596,MRPS28;GADD45GIP1;MRPS33;MRPL16;MRPL17;MRPL36;MRPL14;MRPL34;MRPL23;MRPL57;MRPL32;MRPL43;MRPL54;MRPL21;MRPL11;MRPL55;MRPL52;TRMT112;MRPL9;AURKAIP1
Mic8,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",21/113,2.5538568314352696e-14,2.9794996366744808e-12,11.035818319128277,RPL41;RPS7;RPL34;RPS3A;RPL9;RPL7;RPS26;RPS25;RPS28;RPS29;RPL36;RPL14;RPL24;RPL38;RPL27;RPL26;RPL15;RPL39;RPS10;RPS21;RPS13
Mic8,mitochondrial translational termination (GO:0070126),19/89,3.0853843292788203e-14,3.2396535457427614e-12,13.072804232804232,MRPS28;GADD45GIP1;MRPS33;MRPL16;MRPL17;MRPL36;MRPL14;MRPL34;MRPL23;MRPL57;MRPL32;MRPL43;MRPL54;MRPL21;MRPL11;MRPL55;MRPL52;MRPL9;AURKAIP1
Mic8,mitochondrial translational elongation (GO:0070125),19/89,3.0853843292788203e-14,3.2396535457427614e-12,13.072804232804232,MRPS28;GADD45GIP1;MRPS33;MRPL16;MRPL17;MRPL36;MRPL14;MRPL34;MRPL23;MRPL57;MRPL32;MRPL43;MRPL54;MRPL21;MRPL11;MRPL55;MRPL52;MRPL9;AURKAIP1
Mic8,translational elongation (GO:0006414),19/104,6.115602040240784e-13,6.115602040240782e-11,10.757559912854031,MRPS28;GADD45GIP1;MRPS33;MRPL16;MRPL17;MRPL14;MRPL36;MRPL23;MRPL34;MRPL57;MRPL21;MRPL32;MRPL43;MRPL54;MRPL11;MRPL55;MRPL52;MRPL9;AURKAIP1
Mic8,mitochondrial translation (GO:0032543),19/105,7.323051128979572e-13,6.990185168571409e-11,10.631926500143557,MRPS28;GADD45GIP1;MRPS33;MRPL16;MRPL17;MRPL14;MRPL36;MRPL23;MRPL34;MRPL57;MRPL21;MRPL32;MRPL43;MRPL54;MRPL11;MRPL55;MRPL52;MRPL9;AURKAIP1
Mic8,nuclear-transcribed mRNA catabolic process (GO:0000956),21/171,1.0012145164071915e-10,9.141523845456968e-09,6.74848635235732,RPL41;RPS7;RPL34;RPS3A;RPL9;RPL7;RPS26;RPS25;RPS28;RPS29;RPL36;RPL14;RPL24;RPL38;RPL27;RPL26;RPL15;RPL39;RPS10;RPS21;RPS13
Mic8,"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",7/12,1.323881173871998e-09,1.1583960271379985e-07,65.70599520383693,UQCC3;UQCRQ;CYCS;UQCRFS1;UQCR11;UQCR10;UQCRH
Mic8,mitochondrion organization (GO:0007005),19/175,6.340530142128972e-09,5.326045319388337e-07,5.840139284583729,DNAJC19;FIS1;STOML2;CHCHD10;COX7A2;PARK7;TIMM10;COX7A1;HSD17B10;TMEM70;HIGD2A;PRDX3;CHCHD2;HAX1;FMC1;CYCS;TIMM17B;SLIRP;TOMM5
Mic8,ribosome biogenesis (GO:0042254),19/192,2.911678856015641e-08,2.351740614474172e-06,5.261642760294013,RPL41;RPS7;RPL34;MRPL36;RPL9;RPL7;RPS25;EBNA1BP2;RPS28;EIF6;RPL36;RPL14;RPL24;RPL38;RPL27;RPL26;RPL15;RPL39;RAN
Mic8,rRNA processing (GO:0006364),18/173,3.1051536035375236e-08,2.415119469418073e-06,5.5550293977435246,RPL41;RPS7;RPL34;RPL9;RPL7;RPS25;EBNA1BP2;RPS28;EIF6;RPL36;NHP2;RPL14;RPL24;RPL38;RPL27;RPL26;RPL15;RPL39
Mic8,substantia nigra development (GO:0021762),9/43,2.3663160109334105e-07,1.774737008200058e-05,12.464776754075125,YWHAE;S100A1;NDUFS3;CKB;DYNLL1;CALM2;ACTB;YWHAH;COX6B1
Mic8,rRNA metabolic process (GO:0016072),16/162,3.723556941933473e-07,2.6963688200207907e-05,5.21890948160086,RPL41;RPS7;RPL34;RPL9;RPL7;RPS25;EBNA1BP2;RPS28;RPL36;RPL14;RPL24;RPL38;RPL27;RPL26;RPL15;RPL39
Mic8,ncRNA processing (GO:0034470),17/201,1.4505578314071249e-06,0.00010153904819849876,4.402093793398142,RPL41;RPS7;RPL34;TRPT1;RPL9;RPL7;RPS25;RPS28;EBNA1BP2;RPL36;RPL14;RPL24;RPL38;RPL27;RPL26;RPL15;RPL39
Mic8,negative regulation of programmed cell death (GO:0043069),24/381,2.3095087715934696e-06,0.00015645059420471888,3.230084033613445,ARL6IP1;GPX4;GSTP1;TAF9;IFI6;RPS3A;MIF;PARK7;MT3;HIGD2A;PRDX3;PRDX2;PRDX5;HAX1;MIEN1;UBB;DDRGK1;DDAH2;UBC;VDAC1;NAA38;SOX9;CRYAB;TMEM14A
Mic8,ribonucleoprotein complex biogenesis (GO:0022613),9/60,4.51164896096822e-06,0.00029607696306353944,8.302622253720765,RPS25;EBNA1BP2;RPS28;RPS7;RPL14;MRPL36;RPL38;RPL26;RPL7
Mic8,negative regulation of apoptotic process (GO:0043066),27/485,5.559575573477923e-06,0.000353791172857686,2.838900927260128,YWHAE;BEX3;SET;ARL6IP1;GSTP1;TAF9;IFI6;PARK7;PRDX3;PRDX2;PRDX5;MIEN1;UBB;DDRGK1;UBC;SOX9;TMEM14A;RPS3A;MIF;MT3;HIGD2A;SOD1;HAX1;DDAH2;NAA38;VDAC1;CRYAB
Mic8,cellular transition metal ion homeostasis (GO:0046916),11/96,5.978455432267955e-06,0.0003692575414047855,6.107420595356786,ANKRD9;MT1M;MT1G;MT1X;NEDD8;MT3;ISCU;ATOX1;SKP1;MT1E;SOD1
Mic8,cellular response to chemical stress (GO:0062197),11/101,9.801204501499368e-06,0.000588072270089962,5.766639763249933,PRDX3;PRDX2;CHCHD2;PRDX5;PRDX1;GSTP1;CYCS;PARK7;PPIA;MT3;SOD1
Mic8,regulation of mitotic cell cycle phase transition (GO:1901990),15/188,1.2160238478689443e-05,0.0007093472445902177,4.113303277414249,YWHAE;DCTN3;MAD2L1BP;CSNK1E;DYNLL1;PSMA7;ANAPC11;PSMB6;RGCC;UBB;UBE2S;PSMB3;UBC;PSMB1;SKP1
Mic8,cellular response to oxidative stress (GO:0034599),12/125,1.4344951237891407e-05,0.0007927473052518935,5.016668098633903,PRDX3;PRDX2;CHCHD2;PRDX5;PRDX1;GSTP1;CYCS;ROMO1;PARK7;PPIA;MT3;SOD1
Mic8,positive regulation of viral transcription (GO:0050434),6/26,1.4076807602982816e-05,0.0007927473052518935,14.035406698564593,CDK9;SUPT4H1;POLR2I;POLR2J;POLR2K;POLR2L
Mic8,cellular respiration (GO:0045333),7/42,2.602947745718012e-05,0.0013665475665019,9.372182254196645,NDUFS8;NDUFS7;BLOC1S1;UQCRFS1;CYCS;UQCR10;UQCRH
Mic8,ribosomal large subunit biogenesis (GO:0042273),8/57,2.5421255215198824e-05,0.0013665475665019,7.663657770800628,EBNA1BP2;EIF6;NHP2;RPL14;RPL24;RPL26;RSL24D1;RPL7
Mic8,hydrogen peroxide metabolic process (GO:0042743),6/29,2.752156426495129e-05,0.0014096410964975,12.202829207405866,PRDX3;PRDX2;PRDX5;PRDX1;PARK7;SOD1
Mic8,cellular response to zinc ion (GO:0071294),5/18,2.8529550954964317e-05,0.0014264775477482,17.95759133467964,MT1M;MT1G;MT1X;MT3;MT1E
Mic8,modification-dependent macromolecule catabolic process (GO:0043632),4/10,3.779424696225746e-05,0.0017755191362514,31.063492063492063,UBB;UBC;ISG15;NEDD8
Mic8,removal of superoxide radicals (GO:0019430),4/10,3.779424696225746e-05,0.0017755191362514,31.063492063492063,PRDX2;PRDX1;MT3;SOD1
Mic8,cellular response to copper ion (GO:0071280),5/19,3.80468386339588e-05,0.0017755191362514,16.674053869757927,MT1M;MT1G;MT1X;MT3;MT1E
Mic8,positive regulation of viral process (GO:0048524),8/63,5.3333828614413045e-05,0.0024348052193536,6.825524475524476,CDK9;SUPT4H1;RAD23A;POLR2I;PPIA;POLR2J;POLR2K;POLR2L
Mic8,cellular response to superoxide (GO:0071451),4/11,5.8397283343401066e-05,0.0026092403195987,26.624489795918368,PRDX2;PRDX1;MT3;SOD1
