Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),17/621,4.2785663299683756e-08,5.1770652592617336e-05,0,0,5.900500287935502,100.11415870143152,IFNAR2;STAT5B;CUL1;F13A1;TNFRSF11B;NOD2;HCK;CEACAM1;BCL6;ALOX5;PIM1;CASP1;TRIM25;MAP3K8;LTBR;FCGR1A;JAK3
GO_Biological_Process_2021,regulation of defense response (GO:0031347),7/83,3.47162652346687e-07,0.00010273832207588758,0,0,17.89280185758514,266.1280950897478,HCK;CASP5;BCL6;ALOX5;CASP4;CASP1;NOD2
GO_Biological_Process_2021,neutrophil degranulation (GO:0043312),14/481,3.568936539303804e-07,0.00010273832207588758,0,0,6.129516510762989,90.99774776652043,SIGLEC9;SERPINA1;GCA;ATP11A;PYGL;SLC2A5;IGF2R;PLAC8;CEACAM1;SELL;ALOX5;S100A9;S100A8;CTSC
GO_Biological_Process_2021,neutrophil activation involved in immune response (GO:0002283),14/485,3.942502345263053e-07,0.00010273832207588758,0,0,6.076209632361158,89.60148867615085,SIGLEC9;SERPINA1;GCA;ATP11A;PYGL;SLC2A5;IGF2R;PLAC8;CEACAM1;SELL;ALOX5;S100A9;S100A8;CTSC
GO_Biological_Process_2021,neutrophil mediated immunity (GO:0002446),14/488,4.245385209747421e-07,0.00010273832207588758,0,0,6.036819897845881,88.57380977397534,SIGLEC9;SERPINA1;GCA;ATP11A;PYGL;SLC2A5;IGF2R;PLAC8;CEACAM1;SELL;ALOX5;S100A9;S100A8;CTSC
GO_Biological_Process_2021,regulation of inflammatory response (GO:0050727),9/206,1.919274348246214e-06,0.0003870536602296531,0,0,8.997258883248731,118.43598761875889,HCK;BCL6;CASP5;ALOX5;CASP4;CASP1;NOD2;S100A9;S100A8
GO_Biological_Process_2021,regulation of response to external stimulus (GO:0032101),7/130,7.162580731802473e-06,0.0011646218338057,0,0,11.029491471385304,130.66241710044596,HCK;BCL6;CASP5;ALOX5;CASP4;CASP1;NOD2
GO_Biological_Process_2021,leukocyte aggregation (GO:0070486),3/8,8.644157321358137e-06,0.0011646218338057,0,0,112.5622641509434,1312.3214429411305,RAC2;S100A9;S100A8
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),13/546,8.662476449795117e-06,0.0011646218338057,0,0,4.918191056910569,57.328942804432,USP15;SECTM1;NOD2;THBS1;TGFBR1;FSHR;TIFA;CASP1;RAC2;TRIM25;LTBR;S100A9;S100A8
GO_Biological_Process_2021,negative regulation of inflammatory response (GO:0050728),8/212,2.1208703367297485e-05,0.0025662531074429,0,0,7.643952630557173,82.25733043039438,HCK;CD163;FCGR3A;HRH2;ALOX5;FSHR;SLAMF8;FCGR1A
GO_Biological_Process_2021,positive regulation of cytokine-mediated signaling pathway (GO:0001961),4/36,4.2983378614759504e-05,0.0047281716476235,0,0,23.641666666666666,237.70979634671224,CASP4;NLRC5;CASP1;PARP9
