Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of phagocytosis (GO:0050764),6/58,2.512406140182e-07,7.4679092390842e-05,0,0,26.9552036199095,409.6343137752276,FGR;PLSCR1;SLC11A1;ITGAV;FPR2;TLR2
GO_Biological_Process_2021,neutrophil activation involved in immune response (GO:0002283),13/485,2.926107681476193e-07,7.4679092390842e-05,0,0,6.863347457627119,103.25509924243627,SERPINB1;CD93;SLC11A1;SLC2A3;FPR2;GPR84;LILRB3;FGR;TMBIM1;ITGAV;CD14;LAIR1;TLR2
GO_Biological_Process_2021,neutrophil mediated immunity (GO:0002446),13/488,3.138738557149857e-07,7.4679092390842e-05,0,0,6.818947368421052,102.10879082191408,SERPINB1;CD93;SLC11A1;SLC2A3;FPR2;GPR84;LILRB3;FGR;TMBIM1;ITGAV;CD14;LAIR1;TLR2
GO_Biological_Process_2021,cellular response to cytokine stimulus (GO:0071345),13/482,2.7264882297048335e-07,7.4679092390842e-05,0,0,6.908315565031983,104.419750945767,XBP1;IL4R;STAT3;CSF2RB;YBX3;BATF;SOCS3;SBNO2;TXLNA;ABL2;HMOX1;PTPN2;TLR2
GO_Biological_Process_2021,neutrophil degranulation (GO:0043312),13/481,2.6627166537740105e-07,7.4679092390842e-05,0,0,6.923433048433049,104.8121134140706,SERPINB1;CD93;SLC11A1;SLC2A3;FPR2;GPR84;LILRB3;FGR;TMBIM1;ITGAV;CD14;LAIR1;TLR2
GO_Biological_Process_2021,positive regulation of cytokine production (GO:0001819),11/335,3.544893626147564e-07,7.4679092390842e-05,0,0,8.31153549382716,123.44780816607148,FGR;XBP1;CEBPB;SLC11A1;STAT3;HMOX1;CD14;MYD88;RUNX1;BATF;TLR2
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),13/621,4.571231959217398e-06,0.0008254338852072559,0,0,5.290844298245614,65.05478139783092,IL4R;CISH;TNFSF14;STAT3;CSF2RB;BATF;LMNB1;SOCS3;UGCG;TXLNA;ABL2;HMOX1;MYD88
GO_Biological_Process_2021,macrophage activation (GO:0042116),4/36,2.1130827669003523e-05,0.0033386707717025,0,0,28.558908045977013,307.43029237938373,SBNO2;CD93;SLC11A1;FPR2
GO_Biological_Process_2021,regulation of interleukin-8 production (GO:0032677),5/81,3.40477577193195e-05,0.0042895861561563,0,0,15.172123623011016,156.08695988146889,STAT3;BCL3;CD14;MYD88;TLR2
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),11/546,3.733025927034796e-05,0.0042895861561563,0,0,4.979299065420561,50.767470948986286,FGR;GOLPH3;TNFSF14;SLC20A1;DDX21;PDGFA;HMOX1;ITGAV;CD14;MYD88;TLR2
GO_Biological_Process_2021,defense response to protozoan (GO:0042832),3/14,3.1985191111611365e-05,0.0042895861561563,0,0,61.667355371900825,638.2717765653198,SLC11A1;MYD88;BATF
GO_Biological_Process_2021,negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426),3/16,4.8884574766446685e-05,0.0051491752087323,0,0,52.17482517482517,517.8898532877189,SOCS3;BCL3;PTPN2
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),7/219,6.367415834340149e-05,0.0061910873958507,0,0,7.74253144654088,74.80626194262562,SBNO2;XBP1;SPP1;ABL2;CD14;MYD88;CFTR
GO_Biological_Process_2021,apoptotic process (GO:0006915),7/231,8.896784339185054e-05,0.0080325252890927,0,0,7.323288690476191,68.30603871722963,PLK3;PLSCR1;TNFSF14;DDIT4;CD14;MYD88;TLR2
GO_Biological_Process_2021,growth hormone receptor signaling pathway (GO:0060396),3/20,9.821177076997982e-05,0.0082759785502169,0,0,39.8903743315508,368.1237115626743,PTPN1;PXN;STAT3
GO_Biological_Process_2021,cellular response to oxygen-containing compound (GO:1901701),8/323,0.00011272108573961206,0.0089049657734293,0,0,5.995486708739721,54.50253585071261,SBNO2;XBP1;PXN;ABL2;CD14;MYD88;CFTR;TLR2
GO_Biological_Process_2021,defense response to bacterium (GO:0042742),6/176,0.00015308889075111052,0.0113826092887884,0,0,8.19612456747405,71.998789218489,FGR;CEBPB;SLC11A1;FPR2;MYD88;TLR2
